rank,total_score,source,listing_id,url,state,county,acres,price_usd,price_per_acre,lat,lon,elevation_m,water_score,water_distance_m,power_score,power_distance_m,tower_score,tower_distance_m,road_access_score,state_score,acreage_score,price_score,water_crit_score,road_crit_score,title,listed_on
86,0.7431,landwatch,426511881,https://www.landwatch.com/queens-county-new-york-homes-for-sale/pid/426511881,NY,Queens,1056.0,799000.0,756.63,40.6882167,-73.8234336,13.5,0.0,3616.0,0.8200016991116725,1248.0,0.5659842006262908,1871.6,,1.0,0.8027,0.8739,0.5,,"Jamaica, NY, 11419, Queens County",
87,0.7418,landandfarm,38470168,https://www.landandfarm.com/property/644-acres-of-premium-hunting-and-recreational-paradise-in-morgan-county-ky-38470168/,KY,Morgan,644.0,722000.0,1121.12,37.9451799,-83.254066,308.9,0.47560108503050214,1668.3,1.0,1671.0,0.22374691777741476,981.7,,1.0,0.8773,0.8131,0.5,,"West Liberty, KY, 41472",
88,0.7411,landwatch,423091990,https://www.landwatch.com/lincoln-county-nebraska-farms-and-ranches-for-sale/pid/423091990,NE,Lincoln,592.0,917631.0,1550.05,41.0202896,-100.3683664,807.6,0.1934046276291037,2458.5,0.9946738719792253,1492.5,0.20656523605616506,937.1,,1.0,0.9698,0.7417,0.5,,"Brady, NE, 69123, Lincoln County",
89,0.741,landwatch,425293728,https://www.landwatch.com/harlan-county-kentucky-undeveloped-land-for-sale/pid/425293728,KY,Harlan,725.0,354000.0,488.28,36.8277594,-83.3218125,410.6,0.38984616066650146,1908.4,0.3004092679505342,520.6,0.1307425714013738,739.9,,1.0,0.7333,0.9186,0.5,,"Harlan, KY, 40831, Harlan County",
90,0.7408,landwatch,425886140,https://www.landwatch.com/queens-county-new-york-land-for-sale/pid/425886140,NY,Queens,2200.0,1050000.0,477.27,40.6770389,-73.8440413,9.8,0.47473386227260717,1670.7,1.0,16118.4,0.8040745392686538,2490.6,,1.0,0.7298,0.9205,0.5,,"Ozone Park, NY, 11417, Queens County",
91,0.7405,landwatch,424334528,https://www.landwatch.com/calcasieu-parish-louisiana-hunting-property-for-sale/pid/424334528,LA,,1247.0,1000000.0,801.92,30.1741237,-93.1894962,4.5,0.0,,0.3483516540292273,587.7,0.1469590292348436,782.1,,1.0,0.8006,0.8663,0.5,,"Lake Charles, LA, 70607",
92,0.74,landwatch,426628225,https://www.landwatch.com/kimball-county-nebraska-farms-and-ranches-for-sale/pid/426628225,NE,Kimball,480.0,456000.0,950.0,41.2139925,-103.894094,1538.0,0.6136054731064038,1281.9,1.0,34167.1,0.0,0.0,,1.0,0.8311,0.8417,0.5,,"Bushnell, NE, 69128, Kimball County",
93,0.7397,landwatch,422540573,https://www.landwatch.com/crockett-county-texas-farms-and-ranches-for-sale/pid/422540573,TX,Crockett,4652.0,2750000.0,591.14,30.709627,-101.2012347,714.7,0.0,,0.6875737770218046,1062.6,1.0,,,1.0,0.75,0.9015,0.5,,"Ozona, TX, 76943, Crockett County",
94,0.7395,landwatch,420841462,https://www.landwatch.com/marquette-county-michigan-undeveloped-land-for-sale/pid/420841462,MI,Marquette,497.0,544900.0,1096.38,46.4740384,-87.685506,442.6,0.7890793152424,790.6,0.4478241399699914,727.0,1.0,3442.0,,1.0,0.8613,0.8173,0.5,,"Ishpeming, MI, 49849, Marquette County",
95,0.7391,landwatch,426544209,https://www.landwatch.com/cobb-county-georgia-homes-for-sale/pid/426544209,GA,Cobb,504.0,585000.0,1160.71,33.8786775,-84.5052284,309.5,1.0,196.8,0.8826545609135444,1335.7,0.0,311.5,,1.0,0.8738,0.8065,0.5,,"Smyrna, GA, 30080, Cobb County",
96,0.739,landandfarm,35693379,https://www.landandfarm.com/property/609-acres-of-prime-hunting-and-timber-investment-land-35693379/,AR,Clark,609.0,889000.0,1459.77,34.1249281,-93.0851418,73.7,0.01961414307274756,2945.1,0.0,69.9,0.06943871265285727,580.5,,1.0,0.9396,0.7567,0.5,,"Arkadelphia, AR, 71923",
97,0.7386,landwatch,426539596,https://www.landwatch.com/clinton-county-iowa-undeveloped-land-for-sale/pid/426539596,IA,Clinton,360.0,7000.0,19.44,41.8248922,-90.5482975,205.9,0.8459005636453039,631.5,1.0,1512.8,0.2528202924709723,1057.3,,1.0,0.6178,0.9968,0.5,,"DeWitt, IA, 52742, Clinton County",
98,0.7383,landandfarm,40728090,https://www.landandfarm.com/property/rebel-farm-ground-640-crp-tillable-40728090/,KS,Grant,640.0,784000.0,1225.0,37.5782695,-101.339801,918.2,0.0,,0.2739854418630549,483.6,0.1783157855178555,863.6,,1.0,0.8844,0.7958,0.5,,"Ulysses, KS, 67880",
99,0.7382,landwatch,425448534,https://www.landwatch.com/queens-county-new-york-homes-for-sale/pid/425448534,NY,Queens,1250.0,1045000.0,836.0,40.7623238,-73.8905047,7.7,0.0,,0.2916029664089551,508.2,0.5997613318994969,1959.4,,1.0,0.7975,0.8607,0.5,,"East Elmhurst, NY, 11370, Queens County",
100,0.7376,landwatch,420016677,https://www.landwatch.com/marquette-county-michigan-undeveloped-land-for-sale/pid/420016677,MI,Marquette,480.0,480000.0,1000.0,46.5336696,-88.1063017,472.4,0.6905790154472202,1066.4,0.7760116494326754,1186.4,0.53723086313824,1796.8,,1.0,0.8311,0.8333,0.5,,"Michigamme, MI, 49861, Marquette County",
101,0.7376,landwatch,426461009,https://www.landwatch.com/morton-county-kansas-undeveloped-land-for-sale/pid/426461009,KS,Morton,480.0,480000.0,1000.0,37.245556,-101.832865,1059.3,0.0,,1.0,,1.0,,,1.0,0.8311,0.8333,0.5,,"Richfield, KS, 67953, Morton County",
102,0.7371,landwatch,424162588,https://www.landwatch.com/giles-county-virginia-farms-and-ranches-for-sale/pid/424162588,VA,Giles,620.0,875000.0,1411.29,37.3287907,-80.825789,546.8,0.7665666748784268,853.6,0.0912399806032955,227.7,1.0,,,1.0,0.92,0.7648,0.5,,"Narrows, VA, 24124, Giles County",
103,0.7364,landwatch,423986023,https://www.landwatch.com/jackson-county-mississippi-recreational-property-for-sale/pid/423986023,MS,Jackson,1316.0,749000.0,569.15,30.8911682,-88.6086471,68.5,0.7161268935715208,994.8,0.30862905955425984,532.1,0.19963398789424053,919.0,,1.0,0.7295,0.9051,0.5,,"Lucedale, MS, 39452, Jackson County",
104,0.7364,landwatch,420826556,https://www.landwatch.com/george-county-mississippi-undeveloped-land-for-sale/pid/420826556,MS,George,1316.0,749000.0,569.15,30.8911682,-88.6086471,68.5,0.7161268935715208,994.8,0.30862905955425984,532.1,0.19963398789424053,919.0,,1.0,0.7295,0.9051,0.5,,"Lucedale, MS, 39452, George County",
105,0.7363,landwatch,426028552,https://www.landwatch.com/fannin-county-georgia-homes-for-sale/pid/426028552,GA,Fannin,2080.0,740000.0,355.77,34.8719444,-84.0016778,538.3,0.8796995693717883,536.8,0.5555150803379325,877.7,1.0,,,1.0,0.6818,0.9407,0.5,,"Blue Ridge, GA, 30512, Fannin County",
106,0.736,landwatch,425283016,https://www.landwatch.com/wallace-county-kansas-farms-and-ranches-for-sale/pid/425283016,KS,Wallace,558.0,925000.0,1657.71,38.9060872,-101.5230313,975.2,0.8560125254314392,603.2,1.0,,1.0,,,1.0,0.9698,0.7237,0.5,,"Wallace, KS, 67761, Wallace County",
107,0.7356,landwatch,424086611,https://www.landwatch.com/brown-county-nebraska-farms-and-ranches-for-sale/pid/424086611,NE,Brown,644.0,805000.0,1250.0,42.5467163,-99.8579214,767.9,0.7883375878017467,792.7,0.28616511069315914,500.6,0.32168480359080964,1236.4,,1.0,0.8773,0.7917,0.5,,"Ainsworth, NE 69210",
108,0.7356,landwatch,425431514,https://www.landwatch.com/grant-county-oregon-recreational-property-for-sale/pid/425431514,OR,Grant,644.0,805000.0,1250.0,44.4173684,-119.1047552,871.1,0.0,,1.0,9056.5,1.0,,,1.0,0.8773,0.7917,0.5,,"Mount Vernon, OR, 97865, Grant County",
109,0.7349,landwatch,426601378,https://www.landwatch.com/monmouth-county-new-jersey-homes-for-sale/pid/426601378,NJ,Monmouth,715.0,499000.0,697.9,40.4068307,-74.2243127,19.8,0.9906664553051506,226.1,0.3157048853817901,542.0,0.37542600727470105,1376.1,,1.0,0.7511,0.8837,0.5,,"Matawan, NJ, 07747, Monmouth County",
110,0.7348,landandfarm,40123241,https://www.landandfarm.com/property/northwest-canyon-ranch-40123241/,OK,Ellis,560.0,952000.0,1700.0,36.2697634,-99.8767921,697.1,0.0,3300.7,0.6290452978591214,980.7,0.18003366754735484,868.1,,1.0,0.9733,0.7167,0.5,,"Shattuck, OK, 73858",
111,0.7345,landwatch,425077276,https://www.landwatch.com/roger-mills-county-oklahoma-undeveloped-land-for-sale/pid/425077276,OK,Roger Mills,600.0,975000.0,1625.0,36.4121594,-99.3808661,593.5,1.0,190.6,0.0,58.0,0.507028628012629,1718.3,,1.0,0.9556,0.7292,0.5,,"Durham, OK, 73642, Roger Mills County",
112,0.7342,landwatch,426644029,https://www.landwatch.com/cheyenne-county-nebraska-farms-and-ranches-for-sale/pid/426644029,NE,Cheyenne,483.0,529000.0,1095.24,41.1285751,-102.9645581,1255.0,0.85411128465702,608.5,1.0,3566.9,0.1281228803572065,733.1,,1.0,0.8364,0.8175,0.5,,"Sidney, NE, 69162, Cheyenne County",
113,0.7341,landwatch,425972810,https://www.landwatch.com/queens-county-new-york-homes-for-sale/pid/425972810,NY,Queens,2500.0,650000.0,260.0,40.6978714,-73.7580568,16.1,0.0,3082.2,1.0,17331.5,0.27154097885335887,1106.0,,1.0,0.6501,0.9567,0.5,,"Jamaica, NY, 11412, Queens County",
114,0.7328,landwatch,426414955,https://www.landwatch.com/klamath-county-oregon-recreational-property-for-sale/pid/426414955,OR,Klamath,512.0,695000.0,1357.42,42.467816,-121.256445,1314.8,0.0,,1.0,2400.4,1.0,,,1.0,0.888,0.7738,0.5,,"Beatty, OR, 97621, Klamath County",
115,0.7327,landwatch,425956842,https://www.landwatch.com/klamath-county-oregon-undeveloped-land-for-sale/pid/425956842,OR,Klamath,563.0,995000.0,1767.32,42.2456064,-121.7720706,1403.1,0.0,,0.1515087567023975,312.1,0.513314567549485,1734.6,,1.0,0.9787,0.7054,0.5,,"Klamath Falls, OR, 97601, Klamath County",
116,0.7327,landwatch,425972241,https://www.landwatch.com/box-butte-county-nebraska-recreational-property-for-sale/pid/425972241,NE,Box Butte,639.0,864000.0,1352.11,42.32183,-103.1048383,1312.0,0.0,,1.0,,0.3508374573441046,1312.2,,1.0,0.8862,0.7746,0.5,,"Hemingford, NE, 69348",
117,0.7326,landwatch,423070928,https://www.landwatch.com/ontonagon-county-michigan-recreational-property-for-sale/pid/423070928,MI,Ontonagon,463.0,449000.0,969.76,46.5220365,-89.1785705,347.8,1.0,195.4,0.07205022883185308,200.9,0.57936958469627,1906.4,,1.0,0.8009,0.8384,0.5,,"Bruce Crossing, MI, 49912, Ontonagon County",
118,0.7323,landwatch,426108366,https://www.landwatch.com/saint-bernard-parish-louisiana-undeveloped-land-for-sale/pid/426108366,LA,,785.0,150000.0,191.08,29.8549852,-89.79213,-0.5,0.7430393790002179,919.5,1.0,,1.0,,,1.0,0.6267,0.9682,0.5,,"Saint Bernard, LA, 70085",
119,0.732,landwatch,424842274,https://www.landwatch.com/box-butte-county-nebraska-undeveloped-land-for-sale/pid/424842274,NE,Box Butte,1225.0,1325000.0,1081.63,42.32183,-103.1048383,1312.0,0.0,,1.0,,0.3508374573441046,1312.2,,1.0,0.8233,0.8197,0.5,,"Hemingford, NE, 69348, Box Butte County",
120,0.7311,landwatch,425352747,https://www.landwatch.com/queens-county-new-york-homes-for-sale/pid/425352747,NY,Queens,2000.0,640000.0,320.0,40.6978714,-73.7580568,16.1,0.0,3082.2,1.0,17331.5,0.27154097885335887,1106.0,,1.0,0.6497,0.9467,0.5,,"Saint Albans, NY, 11412, Queens County",
121,0.7311,landwatch,426212537,https://www.landwatch.com/adams-county-mississippi-recreational-property-for-sale/pid/426212537,MS,Adams,1417.0,300000.0,211.71,31.5427555,-91.355804,31.7,1.0,73.3,0.08555817560889653,219.8,0.6947348723660166,2206.3,,1.0,0.6255,0.9647,0.5,,"Natchez, MS, 39120, Adams County",
122,0.7309,landwatch,426289687,https://www.landwatch.com/atlantic-county-new-jersey-undeveloped-land-for-sale/pid/426289687,NJ,Atlantic,929.0,395000.0,425.19,39.3653539,-74.441245,1.8,0.848087851369278,625.4,0.05,105.9,0.4308288949390848,1520.2,,1.0,0.6718,0.9291,0.5,,"Atlantic City, NJ, 08401, Atlantic County",
123,0.7304,landwatch,425281053,https://www.landwatch.com/kings-county-new-york-homes-for-sale/pid/425281053,NY,Kings,2150.0,1299999.0,604.65,40.619033,-73.9235777,4.6,0.2764381425703566,2226.0,1.0,11901.0,1.0,,,1.0,0.7098,0.8992,0.5,,"Brooklyn, NY, 11234, Kings County",
124,0.73,landwatch,420723091,https://www.landwatch.com/bibb-county-georgia-recreational-property-for-sale/pid/420723091,GA,Bibb,460.0,460000.0,1000.0,32.7294732,-83.691642,120.7,0.5514673407508918,1455.9,1.0,3367.2,0.10552943674658387,674.4,,1.0,0.7956,0.8333,0.5,,"Macon, GA, 31216, Bibb County",
125,0.7296,landwatch,423665528,https://www.landwatch.com/wallowa-county-oregon-farms-and-ranches-for-sale/pid/423665528,OR,Wallowa,698.0,658560.0,943.5,45.4544432,-117.2851702,1166.9,0.0,,0.9623762030146369,1447.3,1.0,,,1.0,0.7813,0.8428,0.5,,"Enterprise, OR, 97828, Wallowa County",
126,0.7295,landwatch,420738159,https://www.landwatch.com/marquette-county-michigan-undeveloped-land-for-sale/pid/420738159,MI,Marquette,660.0,825000.0,1250.0,46.0509962,-87.4921941,315.2,0.6580044199490773,1157.6,0.0,70.0,0.7254234151808424,2286.1,,1.0,0.8489,0.7917,0.5,,"Arnold, MI, 49819, Marquette County",
127,0.7294,landwatch,426397057,https://www.landwatch.com/cheyenne-county-nebraska-farms-and-ranches-for-sale/pid/426397057,NE,Cheyenne,440.0,375000.0,852.27,41.1285751,-102.9645581,1255.0,0.85411128465702,608.5,1.0,3566.9,0.1281228803572065,733.1,,1.0,0.76,0.858,0.5,,"Sidney, NE, 69162, Cheyenne County",
128,0.7293,landwatch,426668203,https://www.landwatch.com/queens-county-new-york-homes-for-sale/pid/426668203,NY,Queens,2500.0,899000.0,359.6,40.6882167,-73.8234336,13.5,0.0,3616.0,0.8200016991116725,1248.0,0.5659842006262908,1871.6,,1.0,0.6501,0.9401,0.5,,"Richmond Hill, NY, 11419, Queens County",
129,0.7289,landwatch,423920518,https://www.landwatch.com/marion-county-alabama-recreational-property-for-sale/pid/423920518,AL,Marion,480.0,568000.0,1183.33,34.0170545,-87.5985815,247.3,0.9541239096658417,328.5,1.0,31551.3,1.0,,,1.0,0.8311,0.8028,0.5,,"Lynn, AL, 35575, Marion County",
130,0.7278,landwatch,426343451,https://www.landwatch.com/estill-county-kentucky-recreational-property-for-sale/pid/426343451,KY,Estill,486.0,610000.0,1255.14,37.6988145,-83.9907974,196.5,0.9693080651384782,285.9,0.06953955506100658,197.4,1.0,,,1.0,0.8418,0.7908,0.5,,"Irvine, KY, 40336, Estill County",
131,0.7273,landwatch,426031109,https://www.landwatch.com/queens-county-new-york-homes-for-sale/pid/426031109,NY,Queens,2000.0,799000.0,399.5,40.6842878,-73.8502974,7.9,0.21502174881158176,2397.9,1.0,1766.8,0.4519238797405536,1575.0,,1.0,0.6497,0.9334,0.5,,"Ozone Park, NY, 11416, Queens County",
132,0.7266,landwatch,418746875,https://www.landwatch.com/price-county-wisconsin-recreational-property-for-sale/pid/418746875,WI,Price,510.0,749900.0,1470.39,45.9310624,-90.425352,470.5,0.8748268069690077,550.5,1.0,,1.0,,,1.0,0.8844,0.7549,0.5,,"Park Falls, WI, 54552, Price County",
133,0.7265,landwatch,419564645,https://www.landwatch.com/carter-county-kentucky-recreational-property-for-sale/pid/419564645,KY,Carter,544.0,949000.0,1744.49,38.2974699,-83.1863317,269.0,0.9805987890995093,254.3,0.3386902485858969,574.2,0.7541376943720292,2360.8,,1.0,0.9449,0.7093,0.5,,"Grayson, KY, 41164, Carter County",
134,0.7264,landwatch,425618106,https://www.landwatch.com/clay-county-kentucky-farms-and-ranches-for-sale/pid/425618106,KY,Clay,461.0,500000.0,1084.6,37.1672823,-83.7733833,334.4,0.7522523547076598,893.7,0.3108322688541671,535.2,0.4176030729886463,1485.8,,1.0,0.7973,0.8192,0.5,,"Manchester, KY, 40962, Clay County",
135,0.7257,landwatch,423281374,https://www.landwatch.com/schoolcraft-county-michigan-undeveloped-land-for-sale/pid/423281374,MI,Schoolcraft,480.0,600000.0,1250.0,45.9821213,-86.01392,186.9,0.7671783174679317,851.9,1.0,5014.2,1.0,,,1.0,0.8311,0.7917,0.5,,"Gulliver, MI, 49840, Schoolcraft County",
136,0.7246,landwatch,416025167,https://www.landwatch.com/lincoln-county-washington-farms-and-ranches-for-sale/pid/416025167,WA,Lincoln,527.0,869550.0,1650.0,47.6685902,-118.1316931,733.8,0.0,,0.09672465729068337,235.4,0.7459718855596367,2339.5,,1.0,0.9147,0.725,0.5,,"Davenport, WA, 99122, Lincoln County",
137,0.7244,landwatch,423480565,https://www.landwatch.com/nevada-county-arkansas-farms-and-ranches-for-sale/pid/423480565,AR,Nevada,1230.0,1500000.0,1219.51,33.8059741,-93.3833477,101.9,0.7668698204461327,852.8,1.0,1665.2,0.31083893269297347,1208.2,,1.0,0.8181,0.7967,0.5,,"Prescott, AR, 71857, Nevada County",
138,0.7243,landwatch,425002941,https://www.landwatch.com/queens-county-new-york-homes-for-sale/pid/425002941,NY,Queens,2000.0,929000.0,464.5,40.7623238,-73.8905047,7.7,0.0,,0.2916029664089551,508.2,0.5997613318994969,1959.4,,1.0,0.6497,0.9226,0.5,,"East Elmhurst, NY, 11370, Queens County",
139,0.724,landwatch,425405318,https://www.landwatch.com/presque-isle-county-michigan-undeveloped-land-for-sale/pid/425405318,MI,Presque Isle,687.0,789999.0,1149.93,45.4154371,-83.8378572,199.1,0.5045348299655288,1587.3,1.0,2208.4,0.0,290.7,,1.0,0.8009,0.8083,0.5,,"Rogers City, MI, 49779, Presque Isle County",
140,0.7239,landwatch,421632754,https://www.landwatch.com/grant-county-washington-farms-and-ranches-for-sale/pid/421632754,WA,Grant,685.0,799999.0,1167.88,47.5917869,-119.427243,726.0,0.0,,0.3072872517814286,530.2,0.3175377644033831,1225.6,,1.0,0.8044,0.8054,0.5,,"Coulee City, WA, 99115, Grant County",
141,0.7234,landsearch,5106672,https://www.landsearch.com/properties/new-iberia-la-70560/5106672,LA,,505.0,757125.0,1499.26,29.9927008,-91.8399367,4.5,0.0,,0.32534288988862936,555.5,0.7929450923206841,2461.7,,1.0,0.8756,0.7501,0.5,,"New Iberia, LA 70560",
142,0.7231,landwatch,426429586,https://www.landwatch.com/fulton-county-georgia-commercial-property-for-sale/pid/426429586,GA,Fulton,710.0,700000.0,985.92,33.6179274,-84.5341214,291.9,0.9552495692586688,325.3,0.5172216513683645,824.1,0.2394317982875109,1022.5,,1.0,0.76,0.8357,0.5,,"Atlanta, GA, 30349, Fulton County",
143,0.7226,landwatch,423748922,https://www.landwatch.com/klickitat-county-washington-undeveloped-land-for-sale/pid/423748922,WA,Klickitat,520.0,850000.0,1634.62,45.9985599,-120.297056,916.3,0.0,,1.0,3331.7,0.18124644787596297,871.2,,1.0,0.9022,0.7276,0.5,,"Bickleton, WA, 99322, Klickitat County",
144,0.7223,landwatch,419186813,https://www.landwatch.com/van-buren-county-tennessee-recreational-property-for-sale/pid/419186813,TN,Van Buren,1233.0,1541250.0,1250.0,35.9545234,-85.4555916,285.4,0.1436961837237719,2597.7,1.0,12562.2,0.25911039966369964,1073.7,,1.0,0.815,0.7917,0.5,,"Sparta, TN, 38583, Van Buren County",
145,0.7222,landandfarm,40944446,https://www.landandfarm.com/property/county-line-560-kingfisher-blaine-counties-40944446/,OK,Kingfisher,560.0,1100000.0,1964.29,35.9688,-98.3485044,393.1,0.0,4307.5,1.0,2269.3,1.0,,,1.0,0.9733,0.6726,0.5,,"Hitchcock, OK, 73744",
146,0.7218,landwatch,426651248,https://www.landwatch.com/queens-county-new-york-homes-for-sale/pid/426651248,NY,Queens,1967.0,899000.0,457.04,40.7503679,-73.8199745,14.0,0.44326835110841467,1758.8,1.0,3406.2,0.5715139620948478,1885.9,,1.0,0.6365,0.9238,0.5,,"Flushing, NY, 11355, Queens County",
147,0.7218,landwatch,426612827,https://www.landwatch.com/collier-county-florida-homes-for-sale/pid/426612827,FL,Collier,2016.0,1100000.0,545.63,26.3572984,-81.8229247,1.8,0.0,,1.0,6691.2,0.5251647777476587,1765.4,,1.0,0.6561,0.9091,0.5,,"Bonita Springs, FL, 34134, Collier County",
148,0.7215,landwatch,424104833,https://www.landwatch.com/clinton-county-kentucky-undeveloped-land-for-sale/pid/424104833,KY,Clinton,487.0,679000.0,1394.25,36.6953709,-85.1369916,295.5,0.9242868486491898,412.0,0.12836536578787072,279.7,0.37092546675191607,1364.4,,1.0,0.8436,0.7676,0.5,,"Albany, KY, 42602, Clinton County",
149,0.7211,landwatch,426182701,https://www.landwatch.com/queens-county-new-york-homes-for-sale/pid/426182701,NY,Queens,1917.0,729999.0,380.8,40.6910567,-73.8577813,13.5,0.0,3217.1,0.6696862506898104,1037.6,0.1810508839539581,870.7,,1.0,0.6165,0.9365,0.5,,"Woodhaven, NY, 11421, Queens County",
150,0.721,landwatch,423976511,https://www.landwatch.com/baker-county-oregon-farms-and-ranches-for-sale/pid/423976511,OR,Baker,450.0,499500.0,1110.0,44.779034,-117.8314265,1048.6,0.0,,0.5731255641375809,902.4,0.15789141606594548,810.5,,1.0,0.7778,0.815,0.5,,"Baker City, OR, 97814, Baker County",
151,0.7207,landwatch,425753335,https://www.landwatch.com/queens-county-new-york-homes-for-sale/pid/425753335,NY,Queens,2500.0,1350000.0,540.0,40.7481045,-73.8604827,11.8,0.4304998878487494,1794.6,0.37729062937572916,628.2,0.22975180700068965,997.4,,1.0,0.6501,0.91,0.5,,"Corona, NY, 11368, Queens County",
152,0.7201,landwatch,426287542,https://www.landwatch.com/hardeman-county-tennessee-recreational-property-for-sale/pid/426287542,TN,Hardeman,1840.0,485000.0,263.59,35.0500035,-89.1829891,178.6,0.9952302924383368,213.4,1.0,,0.3776452739919543,1381.9,,1.0,0.5857,0.9561,0.5,,"Grand Junction, TN, 38039, Hardeman County",
153,0.7199,landwatch,426177434,https://www.landwatch.com/hardeman-county-tennessee-farms-and-ranches-for-sale/pid/426177434,TN,Hardeman,1842.0,500000.0,271.44,35.0500035,-89.1829891,178.6,0.9952302924383368,213.4,1.0,,0.3776452739919543,1381.9,,1.0,0.5865,0.9548,0.5,,"Grand Junction, TN, 38039, Hardeman County",
154,0.7198,landandfarm,39770061,https://www.landandfarm.com/property/1-920-acres-in-queens-county-39770061/,NY,Queens,1920.0,795000.0,414.06,40.6977635,-73.8346879,16.7,0.0,3289.6,0.08685455271088668,221.6,0.46051453241729906,1597.3,,1.0,0.6177,0.931,0.5,,"Richmond Hill, NY, 11418",
